application_number,inventor_name_first,inventor_name_middle,inventor_name_last,inventor_rank,inventor_region_code,inventor_country_code,inventor_country_name,inventor_address_type
90011823,,,"7,617,113 B2",1,,,,residence
90011823,PATENT,,OWNER,3,,,,residence
90011823,,,CAREFUSION (OWNER),2,CA,US,UNITED STATES,residence
90011824,PATENT,,OWNER,3,,,,residence
90011824,"VESTA MEDICAL,",,LLC (OWNER),2,CA,US,UNITED STATES,residence
90011824,,,"7,533,029",1,,,,residence
90011825,VESTA,,MEDICAL(OWNER),2,CA,US,,residence
90011825,PATENT,,OWNER,3,,,,residence
90011825,,,7562025,1,,,,residence
90011826,PATENT,,OWNER,3,,,,residence
90011826,VESTA,,"MEDICAL, LLC(OWNER)",2,CA,US,,residence
90011826,,,7487100,1,,,,residence
90011827,VESTA,,"MEDICAL, LLC",3,CA,US,UNITED STATES,residence
90011827,,,7533028,2,,,,residence
90011827,Scott,R.,Mallett,1,,,,residence
90011828,Scott,R.,Mallett,1,,,,residence
90011828,,,7454358,2,,,,residence
90011828,VESTA,,"MEDICAL, LLC",3,CA,US,UNITED STATES,residence
90011829,"SMART VENT,",,INC.(OWNER),2,NJ,US,,residence
90011829,,,5944445,1,,,,residence
90011829,"USA FLOODAIR VENTS,",,LTD.(3RD.PTY.REQ.),3,NY,US,,residence
90011830,,,7483837,1,,,,residence
90011830,"VESTA MEDICAL,",,LLC(OWNER),2,CA,US,,residence
90011830,PATENT,,OWNER,3,CA,US,,residence
90011831,PATENT,,OWNER,3,,,,residence
90011831,,,"7,383,195",1,,,,residence
90011831,VESTA,,"MEDICAL, LLC (OWNER)",2,CA,US,UNITED STATES,residence
90011832,,,"7,341,147",1,,,,residence
90011832,VESTA,,"MEDICAL, LLC (OWNER)",2,CA,US,UNITED STATES,residence
90011832,PATENT,,OWNER,3,,,,residence
90011833,GERALD,T.,SEKIMURA (3RD PTY. REQ.),3,CA,US,UNITED STATES,residence
90011833,,,"6,534,805",1,,,,residence
90011833,CYPRESS SEMICONDUCTOR,,CORPORATION (OWNER),2,CA,US,UNITED STATES,residence
90011834,,,"7,160,997 B2",1,,,,residence
90011834,LIFE TECHNOLOGIES,,CORPORATION (OWNER),2,CA,US,UNITED STATES,residence
90011834,TROLL BUSTERS,,LLC (3RD PTY. REQ.),3,WA,US,UNITED STATES,residence
90011835,Peng,,Chen(3RD PTY REQ),3,CA,US,,residence
90011835,HEALTH HERO,,"NETWORK, INC.(OWNER)",2,CA,US,,residence
90011835,,,5899855,1,,,,residence
90011836,VESTA,,MEDICAL(OWNER),2,CA,US,,residence
90011836,PATENT,,OWNER,3,,,,residence
90011836,,,7318529,1,,,,residence
90011837,VESTA,,"MEDICAL, LLC",2,CA,US,UNITED STATES,residence
90011837,CAREFUSION,c/o,WAGNER BLECHER LLP,3,CA,US,UNITED STATES,residence
90011837,,,7311207,1,,,,residence
90011838,CAREFUSION,c/o,WAGNER BLECHER LLP,3,CA,US,UNITED STATES,residence
90011838,,,7303080,1,,,,residence
90011838,VESTA,,"MEDICAL, LLC",2,CA,US,UNITED STATES,residence
90011839,PATENT,,OWNER,3,CA,US,,residence
90011839,,,7303082,1,,,,residence
90011839,,,(OWNER),2,CA,US,,residence
90011840,PATENT,,OWNER,3,CA,US,,residence
90011840,"VESTA MEDICAL,",,LLC(OWNER),2,CA,US,,residence
90011840,,,7303081,1,,,,residence
90011841,,,7296688,1,,,,residence
90011841,PATENT,,OWNER,3,,,,residence
90011841,VESTA,,"MEDICAL, LLC (OWNER)",2,CA,US,UNITED STATES,residence
90011842,,,"7,275,645",1,,,,residence
90011842,VESTA,,"MEDICAL, LLC (OWNER)",2,CA,US,UNITED STATES,residence
90011842,PATENT,,OWNER,3,,,,residence
90011843,,,"7,138,918",1,,,,residence
90011843,VESTA MEDICAL,,LLC. (OWNER),2,CA,US,UNITED STATES,residence
90011843,PATENT,,OWNER,3,,,,residence
90011844,,,CAREFUSION (OWNER),2,CA,US,UNITED STATES,residence
90011844,,,"7,126,480 B2",1,,,,residence
90011844,PATENT,,OWNER,3,,,,residence
90011845,,,7119689,1,,,,residence
90011845,PATENT,,OWNER,3,,,,residence
90011845,VETSA,,"MEDICAL, LLC(OWNER)",2,CA,US,UNITED STATES,residence
90011846,,,7123150,1,,,,residence
90011846,VESTA,,"MEDICAL, LLC(OWNER)",2,CA,US,,residence
90011846,PATENT,,OWNER,3,,,,residence
90011847,GLYCOBIOSCIENCES,,INC.,3,,CA,CANADA,residence
90011847,,,5897880,2,,,,residence
90011847,NYCOMED,,US INC. (3RD PTY REQ.),4,NJ,US,UNITED STATES,residence
90011847,Alan,,Drizen,1,,,,residence
90011848,DAVID,L.,McCOMBS (3RD PTY REQ.),4,TX,US,UNITED STATES,residence
90011848,Patent No.,,5675808,1,,,,residence
90011848,,,5675808,2,,,,residence
90011848,LEGERITY,,INC.,3,TX,US,UNITED STATES,residence
90011849,,,5597213,1,,,,residence
90011849,"MACMILLAN SOBANSKI & TODD,",,LLC(3RD.PTY.REQ.),3,OH,US,,residence
90011849,"LACKS INDUSTRIES,",,INC.(OWNER),2,MI,US,,residence
90011850,,,7219902,1,,,,residence
90011850,MICHAEL,F.,KRIEGER(3RD.PTY.REQ.),3,UT,US,,residence
90011850,"WEST COAST TRENDS,",,INC.(OWNER),2,CA,US,,residence
90011851,SPELLBOUND DEVELOPMENT,,"GROUP, INC.(3RD PTY REQ)",3,CA,US,,residence
90011851,PACIFIC HANDY,,"CUTTER, INC.(OWNER)",2,CA,US,,residence
90011851,,,7774942,1,,,,residence
90011852,MAXUS STRATEGIC,,SYSTEMS INC.(OWNER),2,VT,US,,residence
90011852,,,6073115,1,,,,residence
90011852,Matthew,K.,Wemli (3RD PTY REQ),3,MN,US,UNITED STATES,residence
90011853,MATTHEW,K.,WERNLI (3RD PTY. REQ.),3,MN,US,UNITED STATES,residence
90011853,,,"5,675,746",1,,,,residence
90011853,"MAXUS STRATEGIC SYSTEMS,",,INC. (OWNER),2,VT,US,UNITED STATES,residence
90011854,"DATATERN,",,INC. (OWNER),2,NY,US,UNITED STATES,residence
90011854,,,"5,937,402",1,,,,residence
90011854,PATENT,,OWNER,3,,,,residence
90011855,Rebecca,,Tsai(3RD PTY REQ),3,,TW,TAIWAN,residence
90011855,,,6463385,1,,,,residence
90011855,"GARMIN INTERNATIONAL,",,INC.(OWNER),2,KS,US,,residence
90011856,HEWLETT-PACKARD,,COMPANY,3,CA,US,,residence
90011856,PRINCETON DIGITAL IMAGE,,CORPORATION(OWNER),2,TX,US,,residence
90011856,,,4813056,1,,,,residence
90011857,GEORGE,S.,HAIGHT (3RD PTY REQ.),3,MA,US,UNITED STATES,residence
90011857,SOURCE SEARCH,,"TECHNOLOGIES, LLC",2,NJ,US,UNITED STATES,residence
90011857,,,5758328,1,,,,residence
90011858,KRAUSZ INDUSTRIES DEVELOPMENT,,LTD. (OWNER),2,,IL,ISRAEL,residence
90011858,,,"6,293,556 B1",1,,,,residence
90011858,"ROMAC INDUSTRIES,",,INC. (3RD PTY. REQ.),3,WA,US,UNITED STATES,residence
90011859,JEFFREY,A.,TINKER(3RD.PTY.REQ.),3,TX,US,,residence
90011859,"AMERANTH,",,"INC.,(OWNER)",2,CA,US,,residence
90011859,,,7878909,1,,,,residence
90011860,,,5562548,1,,,,residence
90011860,"MATTEL,",,INC.(OWNER),2,CA,US,,residence
90011860,"KIDS II,",,INC.(3RD.PTY.REQ.),3,GA,US,,residence
90011861,SCOTT,,BLAIR,2,,CA,CANADA,residence
90011861,PETER,J.,GUTIERREZ,3,CA,US,UNITED STATES,residence
90011861,,,6700602,1,,,,residence
90011863,,,ADVAXIS (3RD PTY. REQ.),3,NJ,US,UNITED STATES,residence
90011863,ADURO,,BIOTECH (OWNER),2,CA,US,UNITED STATES,residence
90011863,,,"7,935,804",1,,,,residence
90011864,MAURICE,U.,CAHN ( 3RD PTY. REQ.),3,DC,US,UNITED STATES,residence
90011864,,,"7,220,018 B2",1,,,,residence
90011864,ORBITAL TECHNOLOGIES,,CORPORATION (OWNER),2,WI,US,UNITED STATES,residence
90011865,Maurice,U.,Cahn(3RD PTY REQ),3,DC,US,,residence
90011865,ORBITAL TECHNOLOGIES,,CORP.(OWNER),2,WI,US,,residence
90011865,,,7473008,1,,,,residence
90011866,PATENT,,OWNER,3,,,,residence
90011866,FUJITSU SEMICONDUCTOR,,LIMTED(OWNER),2,,JP,JAPAN,residence
90011866,,,7663660,1,,,,residence
90011867,Alan,,Cowie,1,,,,residence
90011867,ICI UNIQEMA,,INC.,3,DE,US,UNITED STATES,residence
90011867,,,5599529,2,,,,residence
90011867,KOBO PRODUCTS,,INC. (3RD PTY REQ.),4,NJ,US,UNITED STATES,residence
90011868,Jeff,,Johnson,1,,,,residence
90011868,RAYMOND,J.,VIVACQUA (3RD PTY REQ.),4,MI,US,UNITED STATES,residence
90011868,,,6220526,2,,,,residence
90011868,OMG,,INC.,3,MA,US,UNITED STATES,residence
90011869,"THERMOLIFE INTERNATIONAL,",,LLC(OWNER),2,AZ,US,,residence
90011869,,,7777074,1,,,,residence
90011869,MR. DANIEL PIERCE AND MR. RICHARD,,GASPARI(3RD.PTY.REQ.),3,NJ,US,,residence
90011870,,,7393188,1,,,,residence
90011870,"ECOTECH,",,INC.(OWNER),2,PA,US,,residence
90011870,HUYEN,,LUONG(3RD.PTY.REQ.),3,TX,US,,residence
90011871,PATENT,,OWNER,3,,,,residence
90011871,,,"6,475,521",1,,,,residence
90011871,BRISTOL-,,MYERS SQUIGG COMPANY (OWNER),2,NJ,US,UNITED STATES,residence
90011872,BRISTOL-,,MYERS SQUIBB COMPANY (OWNER),2,NJ,US,UNITED STATES,residence
90011872,PATENT,,OWNER,3,,,,residence
90011872,,,"6,660,300",1,,,,residence
90011873,SHENLI,,KO (OWNER),2,NV,US,UNITED STATES,residence
90011873,,,"6,811,153 B1",1,,,,residence
90011873,ALTMAN &,,MARTIN (3RD PTY. REQ.),3,MA,US,UNITED STATES,residence
90011874,JAMES,E.,BRADLEY (3RD PTY. REQ.),3,TX,US,UNITED STATES,residence
90011874,HANSEN MANUFACTURING,,CORP. (OWNER),2,SD,US,UNITED STATES,residence
90011874,,,"6,044,965",1,,,,residence
90011875,Kevin,W.,King(3RD PTY REQ),3,GA,US,,residence
90011875,"CARDIOFOCUS,",,INC.(OWNER),2,MA,US,,residence
90011875,,,5843073,1,,,,residence
90011876,G.H.,,"STRICKLAND, LLC(OWNER)",2,GA,US,UNITED STATES,residence
90011876,,,6511216,1,,,,residence
90011876,BROOKING,,"INDUSTRIES, INC.(3RD PTY REQ)",3,FL,US,,residence
90011877,HYAL PHARMACEUTICAL,,CORPORATION,3,,CA,CANADA,residence
90011877,,,5929048,2,,,,residence
90011877,Rudolf,Edgar,"Falk, et al",1,,,,residence
90011877,DANIELS,,SCOTT (3RD PTY REQ.),4,DC,US,UNITED STATES,residence
90011878,,,5852002,2,,,,residence
90011878,HYAL PHARMACEUTICAL,,CORPORATION,3,,CA,CANADA,residence
90011878,Rudolph,Edgar,"Falk, etal",1,,,,residence
90011878,SCOTT,M.,DANIELS (3RD PTY REQ.),4,DC,US,UNITED STATES,residence
90011879,"STERNE, KESSLER, GOLDSTEIN & FOX",,P.L.L.C.(3RD.PTY.REQ.),3,DC,US,,residence
90011879,JAN,,VODA(OWNER),2,OK,US,,residence
90011879,,,6083213,1,,,,residence
90011880,Rudolf,Edgar,"Falk, et al",1,,,,residence
90011881,PERSONAL,,"VOICE FREEDOM, LLC (OWNER)",2,DE,US,UNITED STATES,residence
90011881,FENWICK,,& WEST LLP (3RD.PTY.REQ.),3,CA,US,UNITED STATES,residence
90011881,,,"7,336,645",1,,,,residence
90011882,RICHARD,J.,DITZIK(OWNER),2,CA,US,,residence
90011882,,,7103380,1,,,,residence
90011882,NOVAK DRUCE + QUIGG,,LLP(3RD.PTY.REQ.),3,TX,US,,residence
90011883,,,"6,427,078 B1",1,,,,residence
90011883,MOBILEMEDIA IDEAS,,LLC (OWNER),2,MD,US,UNITED STATES,residence
90011883,APPLE,,INC. (3RD PTY. REQ.),3,CA,US,UNITED STATES,residence
90011884,"DEXCOM,",,INC. (OWNER),2,CA,US,UNITED STATES,residence
90011884,,,"7,970,448",1,,,,residence
90011884,ABBOTT DIABETES CARE,,INC. (3RD PTY. REQ.),3,CA,US,UNITED STATES,residence
90011885,,,6547780,1,,,,residence
90011885,"CARDIOFOCUS,",,INC.(OWNER),2,MA,US,,residence
90011885,Kevin,w.,King(3RD PTY REQ),3,GA,US,,residence
90011886,PHILIPS LUMILEDS LIGHTING,,"COMPANY, LLC(OWNER)",2,CA,US,,residence
90011886,,,6274924,1,,,,residence
90011886,Lori,A.,"Gordon, Esq.(3RD PTY REQ)",3,DC,US,,residence
90011887,"DEXCOM,",,INC.,3,CA,US,UNITED STATES,residence
90011887,SEONG-KUN,,OH/ (3RD PTY REQ.),4,CA,US,UNITED STATES,residence
90011887,,,7774145,2,,,,residence
90011887,James,H,Brauker,1,,,,residence
90011888,Paul,V,Goode Jr.,1,,,,residence
90011888,DEXCOM,,INC.,3,CA,US,UNITED STATES,residence
90011888,SEONG-KUN,,OH/ (3RD PTY REQ.),4,CA,US,UNITED STATES,residence
90011888,,,7914450,2,,,,residence
90011889,PATENT,,OWNER,3,,DK,DENMARK,residence
90011889,NKT FLEXIBLES,,I/S(OWNER),2,,DK,DENMARK,residence
90011889,,,7829009,1,,,,residence
90011890,,,7934770,1,,,,residence
90011890,"TAMPA BAY RECREATION,",,LLC(OWNER),2,FL,US,,residence
90011890,JOHN,E.,COBB(3RD.PTY.REQ.),3,TX,US,,residence
90011891,,,"6,476,718 B1",1,,,,residence
90011891,24IP LAW,,"GROUP USA, PLLC (3RD.PTY.REQ.)",3,MD,US,UNITED STATES,residence
90011891,CARTWRIGHT,LESLIE,MUTLOW (OWNER),2,CA,US,UNITED STATES,residence
90011892,,,"7,991,764",1,,,,residence
90011892,WOLFF,,& SAMSON PC (3RD.PTY.REQ.),3,NJ,US,UNITED STATES,residence
90011892,YOGESH,CHUNILAL,RATHOD (OWNER),2,,IN,INDIA,residence
90011893,"SCOTT M. DANIELS-WESTERMAN, HATTORI,",,DANIELS & ADRIAN (3RD PTY. REQ.),3,DC,US,UNITED STATES,residence
90011893,CANON KABUSHIKI,,KAISHA (OWNER),2,,JP,JAPAN,residence
90011893,,,"6,748,192",1,,,,residence
90011894,"DOWELL & DOWELL,",,P.C. (3RD PTY. REQ.),3,VA,US,UNITED STATES,residence
90011894,SPX,,CORPORATION (OWNER),2,NC,US,UNITED STATES,residence
90011894,,,"7,209,813",1,,,,residence
90011895,Joseph,,Baksha(3RD PTY REQ),3,CA,US,,residence
90011895,,,7861865,1,,,,residence
90011895,"TIMELY INVENTIONS, LLC",,(OWNER),2,CA,US,,residence
90011896,,,7947928,1,,,,residence
90011896,HAMILTON BEACH,,"BRANDS, INC.(OWNER)",2,VA,US,,residence
90011896,"SUNBEAM PRODUCTS,",,INC.(3RD PTY REQ),3,FL,US,,residence
90011897,Donald,L.,Black,1,,,,residence
90011898,ROUND ROCK,,"RESEARCH, LLC (OWNER)",2,NY,US,UNITED STATES,residence
90011898,,,"5,986,570",1,,,,residence
90011898,DAVID,J.,HRINA (3RD PTY REQ.),3,OH,US,UNITED STATES,residence
90011899,NYCOMED US,,INC.(3RD.PTY.REQ.),3,NJ,US,,residence
90011899,GLYCOBIOSCIENCE,,INC.(OWNER),2,,CA,CANADA,residence
90011899,,,6120804,1,,,,residence
90011900,,,5266925,1,,,,residence
90011900,"ROUND ROCK RESEARCH,",,LLC(OWNER),2,NY,US,,residence
90011900,"BUCKINGHAM, DOOLITTLE & BURROUGHS,",,LLP(3RD.PTY.REQ.),3,OH,US,,residence
90011901,ROUND,,"ROCK RESEARCH, LLC (OWNER)",2,NY,US,UNITED STATES,residence
90011901,"BUCKINGHAM, DOOLITTLE",,"& BURROUGHS, LLP (3RD.PTY.REQ.)",3,OH,US,UNITED STATES,residence
90011901,,,"5,974,078",1,,,,residence
90011902,BOMBARDIER,,"RECREATIONAL PRODUCTS,INC.(OWNER)",2,QC,CA,CANADA,residence
90011902,,,"7,025,161",1,,,,residence
90011902,WELLS,,ST. JOHN P.S. (3RD.PTY.REQ.),3,WA,US,UNITED STATES,residence
90011903,John,C.,Harvey,1,,,,residence
90011904,BRUCE,H.,STONER (3RD PTY. REQ.),3,VA,US,UNITED STATES,residence
90011904,,,"5,335,277",1,,,,residence
90011904,THE PERSONALIZED MASS MEDIA,,CORPORATION (OWNER),2,NY,US,UNITED STATES,residence
90011905,,,7974672,1,,,,residence
90011905,ABBOTT DIABETES,,CARE INC.(3RD PTY REQ),3,CA,US,,residence
90011905,"DEXCOM,",,INC(OWNER),2,CA,US,,residence
90011906,HEWLETT-PACKARD,,COMPANY(3RD PTY REQ),3,CA,US,,residence
90011906,PRINCETON DIGITAL IMAGE,,CORPORATION(OWNER),2,TX,US,,residence
90011906,,,4860103,1,,,,residence
90011907,BENJAMIN,S.,WITHROW (3RD PTY REQ.),3,NC,US,UNITED STATES,residence
90011907,BURTON,,STEWART A.,2,CT,US,UNITED STATES,residence
90011907,,,5636816,1,,,,residence
90011908,"UNDER ARMOUR,",,INC.(3RD.PTY.REQ.),3,MD,US,,residence
90011908,,,6161222,1,,,,residence
90011908,TITAN,,"HOLDINGS, LLC(OWNER)",2,OK,US,UNITED STATES,residence
90011909,,,7712309,1,,,,residence
90011909,VOLVO CONSTRUCTION EQUIPMENT,,AB (OWNER),2,,SE,SWEDEN,residence
90011909,ST. ONGE STEWATD JOHNSTON & REENS,,LLC(3RD.PTY.REQ.),3,CT,US,,residence
90011910,"FIDELITY INFORMATION SERVICES,",,LLC(3RD.PTY.REQ.),3,DC,US,,residence
90011910,DEBTDOMAIN GLMS PTE,,LTD(OWNER),2,,GB,UNITED KINGDOM,residence
90011910,,,8024262,1,,,,residence
90011911,,,"6,521,327",1,,,,residence
90011911,REFLEX,,HOLDING A/S (OWNER),2,,NO,NORWAY,residence
90011911,ULMER,,"& BERNE, LLP (3RD.PTY.REQ.)",3,OH,US,UNITED STATES,residence
90011912,ULMER,,"& BERNE, LLP (3RD.PTY.REQ.)",3,OH,US,UNITED STATES,residence
90011912,,,"6,872,443",1,,,,residence
90011912,REFLEX,,HOLDINGS A/S (OWNER),2,,NO,NORWAY,residence
90011913,,,"7,195,811",1,,,,residence
90011913,REFLEX HOLDING,,A/S (OWNER),2,,NO,NORWAY,residence
90011913,ULMER & BERNE,,LLP (3RD PTY. REQ.),3,OH,US,UNITED STATES,residence
90011914,"RSR TECHNOLOGIES,",,INC. (OWNER),2,TX,US,UNITED STATES,residence
90011914,,,"6,131,798",1,,,,residence
90011914,ROBERT,,"HANSEN, ESQ. (3RD PTY. REQ.)",3,VA,US,UNITED STATES,residence
90011915,,,7878909,1,,,,residence
90011915,IT CASINO,,"SOLUTIONS, LLC(3RD PTY REQ)",3,CA,US,,residence
90011915,"AMERANTH,",,INC.(OWNER),2,CA,US,,residence
90011916,Matthew,A.,Newboles(3RD PTY REQ),3,CA,US,,residence
90011916,"ENVIROTECH,",,INC.(OWNER),2,CA,US,,residence
90011916,,,6526808,1,,,,residence
90011917,Scott,,Mallett,1,,,,residence
90011917,VESTA,,"MEDICAL, LLC",3,CA,US,UNITED STATES,residence
90011917,,,7617113,2,,,,residence
90011918,,,7915773,2,,,,residence
90011918,Shingi,,TAKAHASHI,1,,,,residence
90011918,KABUSHIKI KAISHA YASKAWA,,DENKI,3,,JP,JAPAN,residence
90011919,PATENT,,OWNER,3,CA,US,,residence
90011919,,,7126480,1,,,,residence
90011919,,,(OWNER),2,CA,US,,residence
90011920,,,7303081,1,,,,residence
90011920,,,(OWNER),2,CA,US,,residence
90011920,PATENT,,OWNER,3,CA,US,,residence
90011921,TUCKER,,ELLIS & WEST LLP (3RD.PTY.REQ.),3,OH,US,UNITED STATES,residence
90011921,,,"6,545,604",1,,,,residence
90011921,ROUND,,"ROCK RESEARCH, LLC (OWNER)",2,NY,US,UNITED STATES,residence
90011922,I P,,LEGAL CENTER (3RD.PTY.REQ.),3,WI,US,UNITED STATES,residence
90011922,,,"6,505,124",1,,,,residence
90011922,GARY,W.,"CLEM, INC. (OWNER)",2,IA,US,UNITED STATES,residence
90011923,,,"6,375,780 B1",1,,,,residence
90011923,MICHAEL,E.,HUDZINSKI (3RD PTY. REQ.),3,OH,US,UNITED STATES,residence
90011923,"ROUND ROCK RESEARCH,",,LLC (OWNER),2,CA,US,UNITED STATES,residence
90011924,,,"7,265,674",1,,,,residence
90011924,MICHAEL,E.,HUDZINSKI (3RD PTY. REQ.),3,OH,US,UNITED STATES,residence
90011924,"ROUND TOCK RESEARCH,",,LLC (OWNER),2,NY,US,UNITED STATES,residence
90011925,ROUND ROCK,,"RESEARCH, LLC(OWNER)",2,NY,US,,residence
90011925,BUCKINGHAM DOOLITTLE &,,"BURROUGHS, LLP(3RD PTY REQ)",3,OH,US,,residence
90011925,,,5583850,1,,,,residence
90011926,,,RE40799,1,,,,residence
90011926,INNOVA ELECTRONICS,,CORPORATION(OWNER),2,CA,US,,residence
90011926,PATENT,,OWNER,3,,,,residence
90011927,Bryan,R,Tudhope,1,,,,residence
90011928,Bryan,R,Tudhope,1,,,,residence
90011929,Bryan,R,Tudhope,1,,,,residence
90011930,EDGAR,R.,CATAXINOS(3RD.PTY.REQ.),3,UT,US,,residence
90011930,,,5739082,1,,,,residence
90011930,BAYER CROPSCIENCE,,AG(OWNER),2,,DE,GERMANY,residence
90011931,,,"5,908,810",1,,,,residence
90011931,HOECHST,,SCHERING AGREVO GMBH (OWNER),2,,DE,GERMANY,residence
90011931,TRASKBRITT,,", P.C /DOW AGROSCIENCES (3RD.PTY.REQ.)",3,UT,US,UNITED STATES,residence
90011933,DARREN,M.,JIRON (ATTORNEY FOR 3RD PTY. REQ.),3,DC,US,UNITED STATES,residence
90011933,,,"6,263,505 B1",1,,,,residence
90011933,"WALKER DIGITAL,",,LLC (OWNER),2,CT,US,UNITED STATES,residence
90011934,,,"6,254,904",1,,,,residence
90011934,SOUTH ALABAMA MEDICAL SCIENCE,,FOUNDATION (OWNER),2,AL,US,UNITED STATES,residence
90011934,PABST PATENT GROUP,,LLP (3RD PTY. REQ.),3,GA,US,UNITED STATES,residence
90011935,"EPROVA AG, IM",,LATERNENACKER 5(OWNER),2,,CH,SWITZERLAND,residence
90011935,,,6011040,1,,,,residence
90011935,PABST PATENT,,GROUP(3RD PTY REQ),3,GA,US,,residence
90011936,FINNEGAN HENDERSON FARABOW,,GARRETT & DUNNER(OWNER),2,DC,US,,residence
90011936,,,5858731,1,,,,residence
90011936,LIFE TECHNOLOGIES,,CORPORATION(3RD PTY REQ),3,CA,US,,residence
90011937,,,7272639,2,,,,residence
90011937,SOVERAIN,,SOFTWARE LLC,3,IL,US,UNITED STATES,residence
90011937,Thomas,Mark,LEVERGOOD,1,,,,residence
90011937,HERMAN,R.,HEFLIN (3RD PTY REQ.),4,VA,US,UNITED STATES,residence
90011938,Eric,Q.,Li,1,,,,residence
90011938,INTEL,,CORPORATION,3,CA,US,UNITED STATES,residence
90011938,,,7685077,2,,,,residence
90011938,ELEANOR,M.,MUSICK (3RD PTY REQ.),4,CA,US,UNITED STATES,residence
90011939,AUTOMATED TRACKING SOLUTIONS,,LLC(OWNER),2,NJ,US,,residence
90011939,,,7834765,1,,,,residence
90011939,"MARGER JOHNSON & MCCOLLOM,",,P.C.(3RD.PTY.REQ.),3,OR,US,,residence
90011940,AUTOMATED TRACKING SOLUTIONS,,LLC(OWNER),2,DE,US,,residence
90011940,"IMPINJ,",,INC.(3RD.PTY.REQ.),3,WA,US,,residence
90011940,,,7834766,1,,,,residence
90011941,DIEHL,,SERVILLA LLC (3RD.PTY.REQ.),3,NJ,US,UNITED STATES,residence
90011941,DAIMLER,,AG (OWNER),2,,DE,GERMANY,residence
90011941,,,"7,498,010",1,,,,residence
90011942,PATENT,,OWNER,3,,,,residence
90011942,Furio,,Orologio(OWNER),2,,CA,CANADA,residence
90011942,,,7935410,1,,,,residence
90011943,PATENT,,OWNER,3,,,,residence
90011943,,,"7,935,411",1,,,,residence
90011943,FURIO,,OROLOGIO (OWNER),2,,CA,CANADA,residence
90011944,,,"6,488,034 B1",1,,,,residence
90011944,ANDREW,L.,"REIBMAN, ESQ., (3RD PTY. REQ.)",3,NY,US,UNITED STATES,residence
90011944,"J. BLAZEK SKLO PODEBRADY,",,S.R.O. (OWNER),2,,CZ,CZECH REPUBLIC,residence
90011945,Andrew,L.,"Reibman, Esq.(3RD PTY REQ)",3,NY,US,UNITED STATES,residence
90011945,J. BLAZEK SKLO,,PODEBRADY S.R.O.(OWNER),2,,CZ,CZECH REPUBLIC,residence
90011945,,,6694988,1,,,,residence
90011946,Nathan,J.,Rees(3RD PTY REQ),3,TX,US,,residence
90011946,THE WESTERN UNION,,COMPANY(OWNER),2,CO,US,,residence
90011946,,,7950575,1,,,,residence
90011947,LOWELL ANDERSON on behalf of PHOTO,,USA CORPORATION (3RD PTY REQ),3,CA,US,UNITED STATES,residence
90011947,Ming,,Xu,1,,,,residence
90011947,,,8029883,2,,,,residence
90011948,,,5251294,2,,,,residence
90011948,Daniel,H.,Abelow,1,,,,residence
90011948,ROGER,D.,WYLIE (3RD PTY REQ.),4,CA,US,UNITED STATES,residence
90011948,WEBVENTION,,LLC,3,TX,US,UNITED STATES,residence
90011949,SHOKO,I.,LEEK(3RD.PTY.REQ.),3,WA,US,,residence
90011949,,,7553777,1,,,,residence
90011949,DISCO,,CORPORATION(OWNER),2,,JP,JAPAN,residence
90011950,,,7916684,1,,,,residence
90011950,LEWIS AND ROCA,,LLP(3RD.PTY.REQ.),3,NV,US,,residence
90011950,HARRIS,,CORPORATION(OWNER),2,FL,US,,residence
90011951,,,"6,389,340",1,,,,residence
90011951,I-,,"WITNESS, INC. (OWNER)",2,CA,US,UNITED STATES,residence
90011951,JONES,,DAY (3RD.PTY.REQ.),3,NY,US,UNITED STATES,residence
90011952,AMFAG,,S.P.A. (OWNER),2,,IT,ITALY,residence
90011952,,,"6,370,713",1,,,,residence
90011952,DR.,,BANGER SHIA (3RD.PYT.REQ.),3,TX,US,UNITED STATES,residence
90011953,ROQUETTE,,FRERES (OWNER),2,,FR,FRANCE,residence
90011953,PAUL PRESTIA AND LING,,ZHONG (3RD PTY. REQ.),3,PA,US,UNITED STATES,residence
90011953,,,"6,344,591",1,,,,residence
90011954,,,"6,933,849",1,,,,residence
90011954,"IMPINJ,",,INC. (3RD PTY. REQ.),3,WA,US,UNITED STATES,residence
90011954,"AUTOMATED TRACKING SOLUTIONS,",,LLC (OWNER),2,NJ,US,UNITED STATES,residence
90011955,AUTOMATED TRACKING,,"SOLUTIONS, LLC(OWNER)",2,NJ,US,,residence
90011955,,,7551089,1,,,,residence
90011955,"IMPINJ,",,INC.(3RD PTY REQ),3,WA,US,,residence
90011956,"STARGENT,",,LLC(OWNER),2,TX,US,,residence
90011956,,,7289524,1,,,,residence
90011956,PATENT,,OWNER,3,,,,residence
90011957,,,7631473,2,,,,residence
90011957,NAS NALLE,,"AUTOMATION SYSTEMS, LLC",3,TN,US,UNITED STATES,residence
90011957,RICHARD,M.,MOOSE (3RD PTY REQ.),4,SC,US,UNITED STATES,residence
90011957,Thomas,A.,"Nalle, III",1,,,,residence
90011958,CARL,E.,IVERSON,1,,,,residence
90011958,,,7601266,2,,,,residence
90011958,PEJMAN YEDIDSION,,ESQ. (3RD PTY REQ.),4,CA,US,UNITED STATES,residence
90011958,CH20,,INCORPORATED,3,WA,US,UNITED STATES,residence
90011959,,,6794410,1,,,,residence
90011959,AVENTIS PHARMACEUTICALS,,INC.(OWNER),2,NJ,US,,residence
